GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
男友地下城,Boyfriend Dungeon,Kitfox Games,Kitfox Games,,,,,,,,,,,,,,,,,"ns, "
地下城公会,Guild of Dungeoneering,Gambrinous,Gambrinous,,,,,,,,,,,,,,,,,"pc, ios, "
我的世界：地下城,Minecraft Dungeons,Double Eleven,Microsoft,,,,,,,,,,,,,,,,,"ns, ps4, xb1, "
传说之下,Undertale,Toby Fox,Toby Fox,最早发售 2015-09-15,false,,,,,,,,,,,,,,,"ns, ps4, xb1, pc, "
龙与地下城战略版,Dungeons & Dragons Tactics,Kuju Entertainment,Atari,,,,,,,,,,,,,,,,,"psp, "
托尼·霍克的地下滑板REMIX2,Tony Hawk's Underground 2: Remix,Shaba Games,Activision,,,,,,,,,,,,,,,,,"psp, "
极品飞车 地下狂飙2,Need for Speed: Underground 2,EA,EA,2004-11-09,false,,,,,,,,,,,,,,,"pc, "
极品飞车 地下狂飙,Need for Speed：Underground,EA,EA,2003-11-17,false,,,,,,,,,,,,,,,"pc, "
地下世界 崛起,Underworld Ascendant,OtherSide Entertainment,505 Games,,,,,,,,,,,,,,,,,"ps4, xb1, "
AI地下城,AI Dungeon,Latitude,Latitude,,,,,,,,,,,,,,,,,"pc, ios, "
地下城3,Dungeons 3,Realmforge Studios,Kalypso Media,,,,,,,,,,,,,,,,,"ps4, xb1, "
在地下城寻求邂逅是否搞错了什么 无限战斗,ダンジョンに出会いを求めるのは間違っているだろうか インフィニト・コンバーテ,MAGES.,MAGES.,最早发售 2019-11-28,false,,,,,,,,,,,,,,,"ns, ps4, pc, "
龙与地下城 黑暗联盟,Dungeons & Dragons: Dark Alliance,Tuque Games,Wizards of the Coast,,,,,,,,,,,,,,,,,"xsx|s, ps5, ps4, xb1, "
无尽地下城,ENDLESS Dungeon,Amplitude Studios,SEGA,,,,,,,,,,,,,,,,,"xsx|s, ps5, ns, ps4, xb1, "
地下城2,Dungeons 2,Realmforge Studios,Kalypso Media,,,最早发售 2016-05-24,true,,,,,,,,,,,,,"ps4, "
地下城,Dungeons,Realmforge Studios,Kalypso Media,最早发售 2011-01-27,false,,,,,,,,,,,,,,,"pc, "
地下,Below,Capybara Games,Microsoft,,,,,,,,,,,,,,,,,"ps4, xb1, "
卢弗兰的地下迷宫与魔女旅团,ルフランの地下迷宮と魔女ノ旅団,日本一,日本一,,,,,,,,,,,,,,,,,"ns, "
死在迷宫地下,メイQノ地下二死ス,Compile Heart,Compile Heart,,,,,,,,,,,,,,,2015-12-17,false,"psv, "
加雷利亚的地下迷宫与魔女旅团,ガレリアの地下迷宮と魔女ノ旅団,日本一,日本一,,,最早发售 2020-11-26,false,,,,,,,,,,,,,"ns, ps4, "
地下城与勇士 M,,Neople,腾讯游戏,,,,,,,,,,,,,,,,,"ios, "
热血物语：地下世界,River City Ransom: Underground,Conatus Creative,Conatus Creative,2017-02-27,false,,,,,,,,,,,,,,,"pc, "
不思议迷宫,地下城物语,青瓷数码,雷霆游戏,,,,,,,,,,,,,,,,,"ios, "
地下城与机器人,Dungeons & Robots,Glow Games Studio,Glow Games Studio,2016-02-29,false,,,,,,,,,,,,,,,"pc, "
地下室爬行者,Basement Crawl,Bloober Team,Bloober Team,,,2014-02-25,false,,,,,,,,,,,,,"ps4, "
尼特的故事 地下探险,Knytt Underground,Nifflas Games,Ripstone,2013-12-19,false,,,,,,,,,,,,,,,"pc, "
龙与地下城：秘影历代记 HD,Dungeons & Dragons: Chronicles of Mystara,Iron Galaxy,CAPCOM,2013-09-05,false,,,,,,,,,,,,,,,"pc, "
古墓丽影 地下世界,Tomb Raider: Underworld,Crystal Dynamics,Eidos,2008-11-18,false,,,,,,,,,,,,,,,"pc, "
