GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
你的四骑姬教导谭,あなたの四騎姫教導譚,日本一,日本一,,,,,,,,,,,,,,,,,"ns, "
创世的神迹,Infinità Strada,Office 5656,Office 5656,,,,,,,,,,,,,,,2014-04-22,false,"psv, "
大力工头阿源君：机器人帝国的野心,大工の源さん ロボット帝国の野望,Irem,Irem,,,,,,,,,,,,,,,,,"gb, "
变成回忆的你~告别回忆~,想い出にかわる君～メモリーズオフ～,KID,KID,,,,,,,,,,,,,,,,,"dc, pc, psp, "
祝姬 祀,祝姫 -祀-,DMM GAMES,日本一,,,2017-09-07,false,,,,,,,,,,,,,"ps4, "
东方天空竞技场：幻想乡空战姬,東方スカイアリーナ・幻想郷空戦姫-MATSURI- CLIMAX,动作,Area-ZERO,,,2016-05-20,false,,,,,,,,,,,,,"ps4, "
恋姬演武,恋姫†演武,格斗,Yeti,,,2016-01-28,false,,,,,,,,,,,,,"ps4, "
英雄战姬,英雄*戦姫,5pb.,5pb.,,,,,,,,,,,,,,,2014-05-29,false,"psv, "
三极姬2:天下霸统:狮志之继承,三極姫2～天下覇統?獅志の継承者～,SystemSoft Alpha,SystemSoft Alpha,,,,,,,,,,,,,,,2013-06-27,false,"psv, "
武装神姬 战斗大师,武装神姫 BATTLE MASTERS,Pyramid,Konami,,,,,,,,,,,,,,,,,"psp, "
月姬 -A piece of blue glass moon-,Tsukihime: A Piece of Blue Glass Moon,Type-Moon,Aniplex,,,,,,,,,,,,,,,,,"ns, "
创世争霸,Genesis,摩巴网络,Hainan Legendkey Network,,,2019-03-14,false,,,,,,,,,,,,,"ps4, "
超级英雄创世纪,Super Hero Generation,Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,2014-10-23,false,"psv, "
露娜 创世纪,LUNAR -ジェネシス-,Game Arts,Marvelous,,,,,,,,,,,,,,,,,"nds, "
创世纪6 虚假先知,Ultima VI: The False Prophet,Origin Systems,Origin Systems,最早发售 1990-06-01,false,,,,,,,,,,,,,,,"pc, "
创世纪,Creativerse,Playful,Playful,最早发售 2017-05-08,false,,,,,,,,,,,,,,,"pc, "
创世战车,Crossout,Targem Games,Gaijin Entertainment,,,,,,,,,,,,,,,,,"ps4, xb1, "
暗黑血统 创世纪,Darksiders Genesis,Airship Syndicate,THQ Nordic,,,,,,,,,,,,,,,,,"stadia, ns, ps4, xb1, "
大力工头阿源君：幽灵建筑公司,大工の源さん ゴーストビルディングカンパニー,Irem,Irem,,,,,,,,,,,,,,,,,"gb, "
