GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
柯娜：灵魂之桥,Kena: Bridge of Spirits,"ps5, ps4, ",Ember Lab,Ember Lab,,,最早发售 2021-09-21,false,最早发售 2021-09-21,false,,,,,,,,,,
主题公园工作室,Theme Park Studio,"pc, ",Pantera Entertainment,Pantera Entertainment,最早发售 2016-12-03,false,,,,,,,,,,,,,,
千变的迷宫 风来的希炼 命运之塔与命运之骰,不思議のダンジョン 風来のシレン5plus フォーチュンタワーと運命のダイス,"ns, pc, ",Spike Chunsoft,Spike Chunsoft,最早发售 2020-12-03,true,,,,,,,,,,,,,,
不可思议的迷宫 风来的西林DS2 沙漠的魔城,不思議のダンジョン 風来のシレンDS2 砂漠の魔城,"nds, ",SEGA,SEGA,,,,,,,,,,,,,,,,
不可思议的迷宫 风来的西林3 机关屋中沉睡的公主,不思議のダンジョン 風来のシレン3 ~からくり屋敷の眠り姫~,"wii, ",SEGA,SEGA,,,,,,,,,,,,,,,,
英语苦手的成人的DS训练 更多的英语泡菜,英語が苦手な大人のDSトレーニング もっとえいご漬け,"nds, ",益智,Nintendo,,,,,,,,,,,,,,,,
为美好的世界献上祝福~希望的迷宫与集结的冒险者们~,,"ps4, ",最早发售 2019-06-27,角色扮演,,,最早发售 2019-06-27,false,,,,,,,,,,,,
进击的巨人2 未来的坐标,進撃の巨人2 未来の座標,"3ds, ",Spike Chunsoft,Spike Chunsoft,,,,,,,,,,,,,2017-11-30,false,,
为美好的世界献上祝福 对这个充满欲望的游戏下达审判！,この素晴らしい世界に祝福を！ -この欲深いゲームに審判を！,"ns, ps4, ",冒险,5pb.,,,最早发售 2017-09-07,false,,,,,,,,,,,,
伊迪丝芬奇的记忆,What Remains of Edith Finch,"ns, ps4, xb1, pc, ",Giant Sparrow,Annapurna Interactive,最早发售 2017-04-25,true,最早发售 2017-04-25,true,,,,,,,,,,,,
终结的炽天使 命运的起点,終わりのセラフ 運命の始まり,"psv, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,2015-12-17,false
危险的恋爱搜查室：永恒的幸福,アブナイ恋の捜査室 〜Eternal Happiness〜,"psv, ",GignoSystem Japan,GignoSystem Japan,,,,,,,,,,,,,,,2015-05-21,false
新・罗罗娜的工作室 最初的物语：亚兰德的炼金术士,新・ロロナのアトリエ はじまりの物語～アーランドの錬金術士～,"psv, 3ds, ps3, ",Gust Co. Ltd.,Koei Tecmo,,,,,,,,,,,,,2013-11-21,false,2013-11-21,false
露露亚的工作室 亚兰德的炼金术士4,ルルアのアトリエ　～アーランドの錬金術士４～,"ns, ps4, pc, ",Gust Co. Ltd.,Gust Co. Ltd.,2019-03-20,false,2019-03-20,false,,,,,,,,,,,,
梅露露的工作室加强版：亚兰德的炼金术士3,Atelier Meruru Plus: The Apprentice of Arland,"psv, ps3, ",Gust Co. Ltd.,Koei Tecmo,,,,,,,,,,,,,,,2013-03-20,false
托托莉的工作室加强版：亚兰德的炼金术士2,Atelier Totori Plus: The Adventure of Arland,"psv, ps3, ",Gust Co. Ltd.,Koei Tecmo,,,,,,,,,,,,,,,2012-11-29,false
梅露露的工作室 亚兰德的炼金术士3,メルルのアトリエ〜アーランドの錬金術士3〜,"ps3, ",Gust Co. Ltd.,Gust Co. Ltd.,,,,,,,,,,,,,,,,
萝萝娜的工作室 亚兰德的炼金术士,ロロナのアトリエ ～アーランドの錬金術士～,"ps3, ",Gust Co. Ltd.,Gust Co. Ltd.,,,,,,,,,,,,,,,,
新·光神话 帕尔提娜之镜,Kid Icarus: Uprising,"3ds, ",Project Sora,Nintendo,,,,,,,,,,,,,2012-03-22,false,,
 伊莉丝的工作室 永恒玛娜2,イリスのアトリエ エターナルマナ2,"ps2, ",Gust Co. Ltd.,Gust Co. Ltd.,,,,,,,,,,,,,,,,
