GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
3 out of 10,,"ns, xb1, ",Terrible Posture Games,Terrible Posture Games,,,,,,,,,,,,,,,,
勇敢向前冲3,Wipeout 3,"wiiu, 3ds, ps3, x360, wii, ",Activision,Activision,,,,,,,,,,,,,2012-11-18,false,,
辐射3 年度版,Fallout 3: Game of the Year Edition,"pc, ps3, x360, ",Bethesda,Bethesda,2009-10-13,false,,,,,,,,,,,,,,
辐射3,Fallout 3,"pc, ps3, x360, ",Bethesda,Bethesda,2008-10-28,false,,,,,,,,,,,,,,
超级轻便车3D,Runabout 3D:Drive Impossible,"3ds, ",Rocket Company,Rocket Company,,,,,,,,,,,,,2012-01-19,false,,
Punch-Out!!,Punch-Out!!,"wii, ",Nintendo,Nintendo,,,,,,,,,,,,,,,,
银白钢铁X,银白钢铁X 钢伏特外传,"ns, ps4, ",Inti Creates,Inti Creates,,,最早发售 2019-09-24,true,,,,,,,,,,,,
Ben 10 最终进化2,Ben 10: Omniverse 2,"wiiu, 3ds, ps3, x360, wii, ",1st Playable Productions,D3 Publisher,,,,,,,,,,,,,2013-11-05,false,,
Ben 10 最终进化,Ben 10: Omniverse,"wiiu, 3ds, ps3, x360, wii, nds, ",1st Playable Productions,D3 Publisher,,,,,,,,,,,,,2012-11-13,false,,
NBA Live 10,NBA Live 10,"ps3, x360, psp, ",EA,EA,,,,,,,,,,,,,,,,
FIFA 10,FIFA Soccer 10,"pc, ps3, x360, wii, psp, nds, ",EA,EA,最早发售 2009-10-20,false,,,,,,,,,,,,,,
生化危机3 重制版,Resident Evil 3 Remake,"ps4, xb1, ",CAPCOM,CAPCOM,,,最早发售 2020-04-03,true,,,,,,,,,,,,
出路,A Way Out,"ps4, xb1, pc, ",HazeLight,EA,2018-03-23,false,2018-03-23,false,,,,,,,,,,,,
荒野行动,Knives Out,"ns, ps4, pc, ios, ",网易游戏,网易游戏,最早发售 2017-11-23,true,最早发售 2019-12-20,true,,,,,,,,,,,,
魔法科高中的劣等生：out of order,魔法科高校の劣等生：out of order,"psv, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,2014-12-25,false
OutRun经典在线,OutRun Online Arcade,"ps4, psv, ps3, ",Sumo Digital,SEGA,,,2009-04-15,false,,,,,,,,,,,2009-04-15,false
猿人逃脱,Ape Out,"ns, ",Matt Boch,Devolver Digital,,,,,,,,,,,,,,,,
时空轮回,Ever17 -the out of Infinity-,"dc, pc, ios, android, x360, psp, ",KID,KID,最早发售 2003-05-16,true,,,,,,,,,,,,,,
太空乱游,Out of Space,"ns, ps4, xb1, ",Behold Studios,Plug In Digital,,,最早发售 2020-11-25,false,,,,,,,,,,,,
你裁我剪！斯尼帕,いっしょにチョキッと　スニッパーズ,"ns, ",SFB Games,Nintendo,,,,,,,,,,,,,,,,
胡闹搬家,Moving Out,"ns, ps4, xb1, ",Devm Game,Team17,,,最早发售 2020-04-28,true,,,,,,,,,,,,
马里奥聚会10,Mario Party 10,"wiiu, ",Nd Cube,Nintendo,,,,,,,,,,,,,,,,
卡利布尔10系列竞速赛,Calibre 10 Racing Series,"xb1, pc, ",Hesaw,Focus Home Interactive,2014-03-26,false,,,,,,,,,,,,,,
Ben 10 银河竞速,Ben 10: Galactic Racing,"psv, 3ds, ps3, x360, wii, nds, ",Monkey Bar Games,D3 Publisher,,,,,,,,,,,,,2011-10-18,false,2011-10-18,false
耻辱：界外魔之死,Dishonored: Death of the Outsider,"ps4, xb1, pc, ",Arkane Studios,Bethesda,2017-09-15,false,2017-09-15,false,,,,,,,,,,,,
横冲直撞4：彻底失控,FlatOut 4: Total Insanity,"ps4, xb1, pc, ",Tiny Rebel Games,Strategy First,2017-03-17,false,2017-03-17,false,,,,,,,,,,,,
辐射4,fallout 4,"ps4, xb1, pc, ",Bethesda,Bethesda,2015-11-10,false,2015-11-10,false,,,,,,,,,,,,
辐射 避难所,Fallout Shelter,"ns, ps4, xb1, pc, ios, ",Bethesda,Bethesda,最早发售 2016-07-14,true,最早发售 2018-06-10,true,,,,,,,,,,,,
回转大轿车,Roundabout,"ps4, xb1, pc, psv, ",动作,No Goblin,2015-02-20,false,2015-02-20,false,,,,,,,,,,,2015-02-20,false
黑道圣徒4:连任+冲出地狱,Saints Row IV: Re-Elected+Gat out of Hell,"ns, ps4, xb1, pc, ps3, ",Volition,Deep Silver,最早发售 2015-01-27,false,最早发售 2015-01-27,false,,,,,,,,,,,,
武装大师,Loadout,"ps4, pc, ",第三人称,Edge of Reality,2014-12-16,false,2014-12-16,false,,,,,,,,,,,,
南方公园：真理之杖,South Park: The Stick of Truth,"ns, ps4, xb1, pc, ps3, ",Obsidian,Ubisoft,最早发售 2014-03-04,false,最早发售 2018-02-13,false,,,,,,,,,,,,
逃生,Outlast,"ns, ps4, xb1, pc, ",Red Barrels,Red Barrels,2014-02-05,false,2014-02-05,false,,,,,,,,,,,,
勇敢向前冲：创造与崩溃,Wipeout:Create & Crash,"wiiu, 3ds, x360, wii, ",Behaviour,Activision,,,,,,,,,,,,,2013-10-15,false,,
贝兹女孩 时尚精品,Bratz: Fashion Boutique,"3ds, ps3, x360, wii, psp, ps2, ",Activision,Activision,,,,,,,,,,,,,2012-10-30,false,,
反重力赛车2048,Wipeout 2048,"psv, ",Sony Interactive Entertainment,Sony Interactive Entertainment,,,,,,,,,,,,,,,2012-01-19,false
实况足球10,World Soccer: Winning Eleven 10,"pc, x360, psp, nds, ps2, ",Konami,Konami,2006-04-27,false,,,,,,,,,,,,,,
世界汽车拉力锦标赛10,WRC 10 FIA World Rally Championship,"xsx|s, ps5, ns, ps4, xb1, ",KT Racing,Nacon,,,最早发售 2021-09-02,true,最早发售 2021-09-02,true,,,,,,,,,,
10秒忍者X,10 Second Ninja X,"ps4, xb1, pc, ",Four Circle Interactive,Curve Digital,最早发售 2016-07-19,false,最早发售 2016-07-19,false,,,,,,,,,,,,
大富翁10,RichMan 10,"ns, ",北京软星,大宇资讯,,,,,,,,,,,,,,,,
斯普拉遁3,Splatoon 3,"ns, ",Nintendo,Nintendo,,,,,,,,,,,,,,,,
NBA 2K10,NBA 2K10,"ps3, x360, ps2, ",Visual Concepts,2K,,,,,,,,,,,,,,,,
最终幻想10/10-2高清重制版,Final Fantasy X/X-2 HD Remaster,"ns, ps4, xb1, pc, ",Virtuos,Square Enix,最早发售 2016-05-13,true,最早发售 2015-05-14,true,,,,,,,,,,,,
知觉丧失俱乐部,The Blackout Club,"ps4, xb1, pc, ",恐怖,官网地址,2018-10-30,false,2018-10-30,false,,,,,,,,,,,,
火爆狂飙 天堂 重制版,Burnout Paradise Remastered,"ns, ps4, xb1, ",Criterion Games,EA,,,最早发售 2018-03-16,false,,,,,,,,,,,,
辐射4 VR,Fallout 4 VR,"pc, ",Bethesda,Bethesda,2017-12-12,false,,,,,,,,,,,,,,
放逐 二次接触,Outcast – Second Contact,"ps4, xb1, pc, ",Appeal Studio,Bigben,2017-11-14,false,2017-11-14,false,,,,,,,,,,,,
南方公园：完整破碎,South Park: The Fractured But Whole,"ns, ps4, xb1, ",Ubisoft,Ubisoft,,,最早发售 2017-10-17,false,,,,,,,,,,,,
辐射1,异尘余生,"pc, ",Interplay Entertainment,Interplay Entertainment,1997-10-10,false,,,,,,,,,,,,,,
物质世界,Outward,"ps4, xb1, ",Nine Dots Studio,Deep Silver,,,最早发售 2019-03-26,true,,,,,,,,,,,,
红视,Redout,"ns, ps4, xb1, ",34BigThings,34BigThings,,,最早发售 2017-08-29,true,,,,,,,,,,,,
肯塔基0号公路 TV版,Kentucky Route Zero TV Edition,"ns, ps4, ",Cardboard Computer,Cardboard Computer,,,最早发售 2020-01-28,false,,,,,,,,,,,,
油管主播的生活2,Youtubers Life 2,"ns, ps4, xb1, ",U-Play online,Raiser Games,,,最早发售 2021,true,,,,,,,,,,,,
反重力赛车 终极合集,WipEout Omega Collection,"ps4, ",Clever Beans,Sony Interactive Entertainment,,,2017-06-06,false,,,,,,,,,,,,
先驱者,OUTRIDERS,"xsx|s, ps5, stadia, ps4, xb1, ",People Can Fly,Square Enix,,,最早发售 2021-04-01,true,最早发售 2021-04-01,true,,,,,,,,,,
绿林侠盗：亡命之徒与传奇,Hood: Outlaws & Legends,"xsx|s, ps5, ps4, xb1, ",Sumo Digital,Focus Home Interactive,,,最早发售 2021-05-10,true,最早发售 2021-05-10,true,,,,,,,,,,
古惑狼4 时机已到,Crash Bandicoot 4: It's About Time,"xsx|s, ps5, ns, ps4, xb1, ",Toys For Bob,Activision,,,最早发售 2020-10-02,false,最早发售 2021-03-12,false,,,,,,,,,,
