GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
失忆症 世界,AMNESIA World,"psv, ",Otomate,Idea Factory,,,,,,,,,,,,,,,2014-05-22,false
失忆症 Later X Crowd V版,Amnesia Later X Crowd V Edition,"psv, ",Otomate,Idea Factory,,,,,,,,,,,,,,,2014-01-16,false
失忆症V,Amnesia V Edition,"psv, ",Otomate,Idea Factory,,,,,,,,,,,,,,,2013-12-19,false
失忆症 猪猡的机器,Amnesia: A Machine for Pigs,"ps4, pc, ",The Chinese Room,Frictional Games,2013-09-10,false,2013-09-10,false,,,,,,,,,,,,
失忆症 黑暗后裔,Amnesia: The Dark Descent,"ps4, pc, ",Frictional Games,Frictional Games,2010-09-09,false,2010-09-09,false,,,,,,,,,,,,
失忆症：重生,Amnesia: Rebirth,"ps4, ",Frictional Games,Frictional Games,,,最早发售 2020-10-20,false,,,,,,,,,,,,
怪物猎人 世界：冰原世纪,Monster Hunter World: Iceborne,"ps4, xb1, ",CAPCOM,CAPCOM,,,最早发售 2019-09-06,true,,,,,,,,,,,,
世界树迷宫X,世界樹の迷宮X,"3ds, ",Atlus,Atlus,,,,,,,,,,,,,2018-08-02,false,,
我们的世界已经终结,俺達の世界わ終っている。,"ns, ps4, ",Red Entertainment,MAGES.,,,最早发售 2019-02-28,false,,,,,,,,,,,,
勇者战机少女 世界啊，宇宙啊，刮目相看吧！！终极RPG宣言！！,勇者ネプテューヌ 世界よ宇宙よ刮目せよ！！ アルティメットRPG宣言！！,"ns, ps4, ",Artisan Studios,Compile Heart,,,最早发售 2018-12-20,true,,,,,,,,,,,,
最终幻想世界 加强版,WORLD OF FINAL FANTASY MAXIMA,"ns, ps4, xb1, pc, ",Square Enix,Square Enix,2018-11-06,false,2018-11-06,false,,,,,,,,,,,,
为美好的世界献上祝福 对这个充满欲望的游戏下达审判！,この素晴らしい世界に祝福を！ -この欲深いゲームに審判を！,"ns, ps4, ",冒险,5pb.,,,最早发售 2017-09-07,false,,,,,,,,,,,,
魔塔大陆2 响彻世界的少女们的创造诗,アルトネリコ2 世界に響く少女たちの創造詩,"ps2, ",Gust Co. Ltd.,Bandai Namco,,,,,,,,,,,,,,,,
世界树迷宫,世界樹の迷宮,"nds, ",角色扮演,Atlus,,,,,,,,,,,,,,,,
Re:从零开始的异世界生活 虚假的王选候补,Re:ゼロから始める異世界生活 偽りの王選候補,"ns, ps4, ",Spike Chunsoft,Spike Chunsoft,,,最早发售 2021-01-28,true,,,,,,,,,,,,
Re:从零开始的异世界生活 死或吻,Re:ゼロから始める異世界生活 -DEATH OR KISS-,"ps4, psv, ",MAGES.,MAGES.,,,2017-03-23,false,,,,,,,,,,,2017-03-23,false
天外世界,The Outer Worlds,"ns, ps4, xb1, ",Obsidian,Private Division,,,最早发售 2019-10-25,true,,,,,,,,,,,,
边缘世界,RimWorld,"pc, ",Ludeon,Ludeon,最早发售 2013-11-04,true,,,,,,,,,,,,,,
超级马力欧3D世界,Super Mario 3D World,"wiiu, ",1-UP Studio,Nintendo,,,,,,,,,,,,,,,,
超级马力欧3D世界 + 狂怒世界,スーパーマリオ ３Ｄワールド ＋ フューリーワールド,"ns, ",Nintendo,Nintendo,,,,,,,,,,,,,,,,
僵尸世界大战,World War Z,"ps4, xb1, pc, ",Saber Interactive,Focus Home Interactive,2019-04-16,false,2019-04-16,false,,,,,,,,,,,,
耀西的手工世界,ヨッシークラフトワールド,"ns, ",Good-Feel,Nintendo,,,,,,,,,,,,,,,,
热血世界 经典合集,くにおくん ザ・ワールド クラシックスコレクション,"ns, ps4, xb1, pc, ",Arc System Works,Arc System Works,2018-12-20,false,2018-12-20,false,,,,,,,,,,,,
美妙世界 Final Remix,The World Ends With You -Final Remix-,"ns, ",Square Enix,Square Enix,,,,,,,,,,,,,,,,
世界树和不可思议的迷宫2,世界樹と不思議のダンジョン2,"3ds, ",Spike Chunsoft,Atlus,,,,,,,,,,,,,2017-08-31,false,,
世界树迷宫5：悠久神话的尽头,世界樹の迷宮V 長き神話の果て,"3ds, ",Atlus,Atlus,,,,,,,,,,,,,2016-08-04,false,,
世界上最长的五分钟,世界一長い5分間,"ns, psv, ",日本一,日本一,,,,,,,,,,,,,,,2016-07-28,false
五彩斑斓的世界：世界尽头 重生,いろとりどりのセカイ WORLD'S END,"psv, ",文字,Dramatic Create,,,,,,,,,,,,,,,2015-03-29,false
世界树和不可思议的迷宫,世界樹と不思議のダンジョン,"3ds, ",Spike Chunsoft,Atlus,,,,,,,,,,,,,2015-03-05,false,,
魔笛 新世界,マギ 新たなる世界,"3ds, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,2015-02-13,false,,
新·世界树迷宫2 巨龙骑士,新・世界樹の迷宮2 ファフニールの騎士,"3ds, ",Atlus,Atlus,,,,,,,,,,,,,2013-11-27,false,,
世界树迷宫3 星海的来访者,世界樹の迷宮III 星海の来訪者,"nds, ",Atlus,Atlus,,,,,,,,,,,,,,,,
魔塔大陆3 将世界引向灭亡的少女之诗,アルトネリコ3 世界終焉の引鉄は少女の詩が弾く,"ps3, ",Gust Co. Ltd.,Bandai Namco,,,,,,,,,,,,,,,,
光与暗的公主和世界征服之塔 最终幻想 水晶编年史,光と闇の姫君と世界征服の塔 ファイナルファンタジー・クリスタルクロニクル,"wii, ",Square Enix,Square Enix,,,,,,,,,,,,,,,,
W.L.O. 世界恋爱机构,W.L.O. 世界恋愛機構,"pc, x360, ",文字,5pb.,2009-03-26,false,,,,,,,,,,,,,,
订购吧！我们的世界,注文しようぜ！俺たちの世界,"psp, ",Koei Tecmo,Koei Tecmo,,,,,,,,,,,,,,,,
世界末日症候群,World End Syndrome,"ns, ps4, psv, ",Toybox Games,Arc System Works,,,2018-08-30,false,,,,,,,,,,,2018-08-30,false
侏罗纪世界 进化,Jurassic World Evolution,"ps4, xb1, ",Frontier Developments,Frontier Developments,,,最早发售 2018-06-12,true,,,,,,,,,,,,
世界摩托大奖赛18,MotoGP 18,"ns, ps4, xb1, pc, ",Milestone S.r.l.,Milestone S.r.l.,2018-06-07,false,2018-06-07,false,,,,,,,,,,,,
怪物猎人 世界,Monster Hunter World,"ps4, xb1, ",CAPCOM,CAPCOM,,,最早发售 2018-01-26,true,,,,,,,,,,,,
音乐世界2,Cytus II,"ns, ios, android, ",Rayark International Limited,腾讯游戏,,,,,,,,,,,,,,,,
