GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
乐高星球大战全传,Lego Star Wars: The Complete,"pc, ps3, x360, wii, nds, ",Traveller's Tales,LucasArts,2007-11-06,false,,,,,,,,,,,,,,
星球大战III 西斯的复仇,Star Wars Episode III: Revenge of the Sith,"ps2, xbox, ",The Collective,LucasArts,,,,,,,,,,,,,,,,
星球大战：共和国突击队,Star Wars: Republic Commando,"pc, xbox, ",LucasArts,LucasArts,2005-02-17,false,,,,,,,,,,,,,,
星球大战1313,Star Wars 1313,"ps4, xb1, ",LucasArts,LucasArts,,,取消发售,false,,,,,,,,,,,,
Kinect 星球大战,Kinect Star Wars,"x360, ",EA,LucasArts,,,,,,,,,,,,,,,,
星球大战 不朽维达 VR系列,Vader Immortal: A Star Wars VR Series,"ps4, ",ILMxLAB,Disney Interactive,,,最早发售 2020-08-25,false,,,,,,,,,,,,
星球大战：原力竞技场,Star Wars: Force Arena,"ios, ",Netmarble Games,Netmarble Games,,,,,,,,,,,,,,,,
星球大战 猎人,STAR WARS：Hunters,"ns, ios, ",Zynga,Zynga,,,,,,,,,,,,,,,,
星球大战 战争前线,Star Wars Battlefront,"ps4, xb1, pc, ",DICE,EA,2015-11-17,false,2015-11-17,false,,,,,,,,,,,,
乐高星球大战 天行者传奇,LEGO Star Wars: The Skywalker Saga,"xsx|s, ps5, ns, ps4, xb1, ",Warner Bros. Games,Warner Bros. Games,,,最早发售 2022-春季,false,最早发售 2022-春季,false,,,,,,,,,,
星球大战 绝地：陨落的武士团,Star Wars Jedi: Fallen Order,"xsx|s, ps5, ps4, xb1, ",Respawn Entertainment,EA,,,最早发售 2019-11-15,true,最早发售 2021-06-11,true,,,,,,,,,,
星球大战：战机中队,Star Wars: Squadrons,"ps4, xb1, ",EA Motive,EA,,,最早发售 2020-10-02,true,,,,,,,,,,,,
愤怒的小鸟：星球大战,Angry Birds Star Wars,"ps4, xb1, pc, wiiu, psv, 3ds, ps3, x360, wii, ",Rovio Entertainment,Activision,2013-11-15,false,2013-11-15,false,,,,,,,,,2013-11-15,false,2013-11-15,false
愤怒的小鸟 三部曲,Angry Birds Trilogy,"wiiu, 3ds, ps3, x360, wii, ",Rovio Entertainment,Activision,,,,,,,,,,,,,2012-09-25,false,,
愤怒的小鸟 进化,Angry Birds Evolution,"ios, ",Chimera Entertainment,Rovio Entertainment,,,,,,,,,,,,,,,,
愤怒的小鸟 爆破,Angry Birds Blast!,"ios, ",Rovio Entertainment,Rovio Entertainment,,,,,,,,,,,,,,,,
星球大战 战争前线2,Star Wars Battlefront II,"ps4, xb1, ",DICE,EA,,,最早发售 2017-11-17,true,,,,,,,,,,,,
乐高星球大战：原力觉醒,Lego Star Wars: The Force Awakens,"ps4, xb1, pc, wiiu, psv, 3ds, ps3, x360, ",TT Games,Warner Bros. Games,2016-06-28,false,2016-06-28,false,,,,,,,,,2016-06-28,false,2016-06-28,false
星球大战弹珠台：英雄,Star Wars Pinball: Heroes Within,"x360, ",Zen Studios,Zen Studios,,,,,,,,,,,,,,,,
星球大战弹珠台,Star Wars Pinball,"ps4, x360, ",Zen Studios,Zen Studios,,,2013-07-11,false,,,,,,,,,,,,
星球大战：旧共和国,Star Wars: The Old Republic,"pc, ",BioWare,EA,2011-12-20,false,,,,,,,,,,,,,,
乐高星球大战3：克隆人战争,Lego Star Wars III: The Clone Wars,"pc, 3ds, ps3, x360, wii, psp, nds, ",Traveller's Tales,LucasArts,2011-03-27,false,,,,,,,,,,,2011-03-27,false,,
星球大战 原力释放2,Star Wars: The Force Unleashed II,"pc, ps3, x360, wii, nds, ",LucasArts,LucasArts,2010-10-26,false,,,,,,,,,,,,,,
星球大战 原力释放,Star Wars: The Force Unleashed,"ps3, x360, wii, psp, nds, ps2, ",Universomo,EA,,,,,,,,,,,,,,,,
