GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
狂怒2,RAGE 2,"stadia, ps4, xb1, ",id Software,Bethesda,,,最早发售 2019-05-14,true,,,,,,,,,,,,
胡闹厨房2,Overcooked 2,"ns, ps4, xb1, pc, ",Ghost Town Games,Team17,2018-08-07,false,2018-08-07,false,,,,,,,,,,,,
收获日2,Payday 2,"ns, ps4, xb1, pc, ps3, ",OVERKILL Software,505 Games,最早发售 2013-08-13,true,最早发售 2013-08-13,false,,,,,,,,,,,,
孤岛危机2,Crysis 2,"pc, ps3, x360, ",Crytek,EA,2011-03-22,false,,,,,,,,,,,,,,
索尼克大冒险2,Sonic Adventure 2,"pc, ps3, x360, ",Sonic Team,SEGA,2001-06-18,false,,,,,,,,,,,,,,
辐射2,Fallout 2,"pc, ",Black Isle Studios,Interplay Entertainment,1998-09-30,false,,,,,,,,,,,,,,
皇牌空战2,Ace Combat 2,"ps, ",Project Aces,Bandai Namco,,,,,,,,,,,,,,,,
卡比群星战2,カービィファイターズ2,"ns, ",Vanpool,Nintendo,,,,,,,,,,,,,,,,
地下城2,Dungeons 2,"ps4, ",Realmforge Studios,Kalypso Media,,,最早发售 2016-05-24,true,,,,,,,,,,,,
魔法气泡对俄罗斯方块2,Puyo Puyo Tetris 2,"xsx|s, ps5, ns, ps4, xb1, ",Sonic Team,SEGA,,,最早发售 2020-12-08,true,最早发售 2020-12-08,true,,,,,,,,,,
星际火狐2,Star Fox 2,"ns, ",Argonaut Software,Nintendo,,,,,,,,,,,,,,,,
符文工厂2,Rune Factory 2,"nds, ",Neverland,Marvelous,,,,,,,,,,,,,,,,
苍蓝雷霆Gunvolt 2,蒼き雷霆 ガンヴォルト 爪,"ns, 3ds, ",Inti Creates,Inti Creates,,,,,,,,,,,,,2016-08-25,false,,
苍蓝雷霆Gunvolt 强袭合集,Azure Striker Gunvolt: Striker Pack,"ns, ",Inti Creates,Inti Creates,,,,,,,,,,,,,,,,
苍蓝雷霆Gunvolt,蒼き雷霆 ガンヴォルト,"ns, 3ds, ",Inti Creates,Inti Creates,,,,,,,,,,,,,2014-08-20,false,,
苍蓝雷霆Gunvolt 3,Azure Striker Gunvolt 3,"ns, ",Inti Creates,Inti Creates,,,,,,,,,,,,,,,,
荒野大镖客 救赎2,Red Dead Redemption 2,"stadia, ps4, xb1, ",Rockstar Games,Rockstar Games,,,最早发售 2018-10-26,true,,,,,,,,,,,,
生化危机2,Resident Evil 2,"ps, n64, ",CAPCOM,上海育碧,,,,,,,,,,,,,,,,
全境封锁2,Tom Clancy's The Division 2,"stadia, ps4, xb1, ",Ubisoft,Ubisoft,,,最早发售 2019-03-15,true,,,,,,,,,,,,
皮克敏2,ピクミン 2,"wii, ",策略,Nintendo,,,,,,,,,,,,,,,,
疯狂派对2,Party hard 2,"pc, ",Kverta,tinyBuild,2018-10-25,false,,,,,,,,,,,,,,
鬼武者2,Onimusha 2,"pc, ps2, ",CAPCOM,CAPCOM,2002-03-07,false,,,,,,,,,,,,,,
龙背上的骑兵2 封印之红 背德之黑,ドラッグオンドラグーン2 封印の紅、背徳の黒,"ps2, ",Cavia,Square Enix,,,,,,,,,,,,,,,,
生化危机2 重制版,Resident Evil 2 Remake,"ps4, xb1, ",CAPCOM,CAPCOM,,,最早发售 2019-01-25,true,,,,,,,,,,,,
妈妈把游戏机藏起来了2,ママにゲーム隠された2,"ns, ps4, ios, ",hap,hap,,,最早发售 2021-04-28,true,,,,,,,,,,,,
DOTA2,Dota 2,"pc, ",Valve,完美世界(Perfect World),最早发售 2013-07-09,true,,,,,,,,,,,,,,
迸发2,The Surge 2,"ps4, xb1, ",Deck13,Focus Home Interactive,,,最早发售 2019-09-24,true,,,,,,,,,,,,
小小梦魇2,Little Nightmares 2,"xsx|s, ps5, ns, ps4, xb1, ",Tarsier Studios,Bandai Namco,,,最早发售 2021-02-10,true,最早发售 2021-08-25,true,,,,,,,,,,
勇者斗恶龙 建造者2,ドラゴンクエスト ビルダーズ2,"xsx|s, ns, ps4, xb1, ",Koei Tecmo,Square Enix,,,最早发售 2018-12-20,true,,,,,,,,,,,,
NBA 2K 欢乐竞技场2,NBA 2K Playgrounds 2,"ns, ps4, xb1, pc, ",Saber Interactive,2K,2018-10-16,false,2018-10-16,false,,,,,,,,,,,,
大富翁 For Switch,Monopoly For Nintendo Switch,"ns, ",Engine Software,Ubisoft,,,,,,,,,,,,,,,,
迷宫旅人2-2 堕入黑暗的少女和初始之书,ダンジョントラベラーズ2-2 闇堕ちの乙女とはじまりの書,"psv, ",Sting,AQUAPLUS,,,,,,,,,,,,,,,2017-04-20,false
耻辱2,Dishonored 2,"ps4, xb1, pc, ",Arkane Studios,Bethesda,2016-11-11,false,2016-11-11,false,,,,,,,,,,,,
UFC 2,EA SPORTS UFC 2,"ps4, xb1, ",EA,EA,,,2016-03-15,false,,,,,,,,,,,,
银河战士Prime 2 黑暗回音,Metroid Prime 2: Echoes,"wii, ",Retro Studios,Nintendo,,,,,,,,,,,,,,,,
钠克的大冒险2,Knack 2,"ps4, ",Sony Interactive Entertainment,Sony Interactive Entertainment,,,2017-09-05,false,,,,,,,,,,,,
像素滑板2：欢迎来到奥利坞,OlliOlli 2: Welcome to Olliwood,"ps4, psv, ",Roll7,Roll7,,,2015-03-03,false,,,,,,,,,,,2015-03-03,false
风起云涌,Rising Storm,"pc, ",Antimatter Games,Tripwire Interactive,最早发售 2013-05-31,false,,,,,,,,,,,,,,
告别回忆2nd,メモリーズオフ 2nd,"dc, pc, ios, ",KID,KID,最早发售 2002-12-13(日版),true,,,,,,,,,,,,,,
普利尼2 特攻游戏,プリニー2 〜特攻遊戯! 暁のパンツ大作戦ッス!!〜,"ns, ",日本一,日本一,,,,,,,,,,,,,,,,
杀手2：沉默刺客,Hitman 2: Silent Assassin,"pc, ps3, x360, ps2, xbox, ",IO Interactive,Eidos,最早发售 2002-10-01(美版),true,,,,,,,,,,,,,,
啪嗒砰2 高清版,PATAPON2 Remastered,"ps4, ",JAPAN Studio,Sony Interactive Entertainment,,,最早发售 2020-01-31,true,,,,,,,,,,,,
传颂之物 斩2,うたわれるもの斬2,"ps5, ",Tamsoft,AQUAPLUS,,,,,最早发售 2021-07-22,false,,,,,,,,,,
进击的巨人2 最终之战,進撃の巨人2ファイナルバトル,"stadia, ns, ps4, xb1, ",Omega Force,Koei Tecmo,,,最早发售 2019-07-04,true,,,,,,,,,,,,
重力异想世界 完结篇,GRAVITY DAZE 2,"ps4, ",JAPAN Studio,Sony Interactive Entertainment,,,2017-01-18,false,,,,,,,,,,,,
死亡终局 轮回试炼2,Death end re;Quest 2,"ns, ps4, ",Compile Heart,Compile Heart,,,最早发售 2020-02-13,true,,,,,,,,,,,,
怪物猎人物语2 毁灭之翼,MONSTER HUNTER STORIES 2: WINGS OF RUIN,"ns, ",CAPCOM,CAPCOM,,,,,,,,,,,,,,,,
超级马力欧创作家2,Super Mario Maker 2,"ns, ",Nintendo,Nintendo,,,,,,,,,,,,,,,,
乐高漫威超级英雄2,Lego Marvel Super Heroes 2,"ns, ps4, xb1, pc, ",冒险,Warner Bros. Games,2017-11-14,false,2017-11-14,false,,,,,,,,,,,,
命运之手2,Hand of Fate 2,"ns, ps4, xb1, pc, ",Defiant Development,Defiant Development,2017-11-07,false,2017-11-07,false,,,,,,,,,,,,
恶灵附身2,The Evil Within 2,"ps4, xb1, pc, ",Tango Gameworks,Bethesda,2017-10-13,false,2017-10-13,false,,,,,,,,,,,,
赛车计划2,Project CARS 2,"ps4, xb1, pc, ",Slightly Mad Studios,Bandai Namco,2017-09-22,false,2017-09-22,false,,,,,,,,,,,,
地球战争2,Terra Battle 2,"pc, ios, android, ",Mistwalker,Mistwalker,2017-09-21,false,,,,,,,,,,,,,,
幽浮2：天选者之战,XCOM 2: War of the Chosen,"pc, ",Firaxis Games,2K,2017-08-29,false,,,,,,,,,,,,,,
逃脱者2,The Escapists 2,"ns, ps4, xb1, pc, ios, android, ",Team17,Team17,2017-08-22,false,2017-08-22,false,,,,,,,,,,,,
尼德霍格2,Nidhogg 2,"ns, ps4, xb1, ",Messhof,Messhof,,,最早发售 2017-08-15,false,,,,,,,,,,,,
色彩喷射团2,Splatoon 2,"ns, ",Nintendo,Nintendo,,,,,,,,,,,,,,,,
致命框架2,Framed 2,"ns, pc, ios, android, ",Loveshack,Loveshack,2017-07-12,false,,,,,,,,,,,,,,
地牢守护者2,Dungeon Defenders 2,"ps4, pc, ",Chromatic Games,Reverb Triple XP,2017-06-20,false,2017-06-20,false,,,,,,,,,,,,
纪念碑谷2,Monument Valley 2,"ios, ",Ustwo Games,Ustwo Games,,,,,,,,,,,,,,,,
战地2,Battlefield 2,"pc, ",DICE,EA,最早发售 2005-06-21,false,,,,,,,,,,,,,,
超越善恶2,Beyond Good & Evil 2,"平台未定, ",Ubisoft,Ubisoft,,,,,,,,,,,,,,,,
层层恐惧2,Layers of Fear 2,"ns, ps4, xb1, pc, ",Bloober Team,Gun Media,2019-05-28,false,2019-05-28,false,,,,,,,,,,,,
杀手2,Hitman 2,"ps4, xb1, ",IO Interactive,Warner Bros. Games,,,最早发售 2018-11-13,true,,,,,,,,,,,,
奇异人生2,Life is Strange 2,"ps4, xb1, pc, ",Dontnod Entertainment,Square Enix,2018-09-27,false,2018-09-27,false,,,,,,,,,,,,
异度神剑2 黄金之国伊拉,Xenoblade Chronicles 2 Torna: The Golden Country,"ns, ",Monolith Soft,Nintendo,,,,,,,,,,,,,,,,
墨西哥英雄大混战2,Guacamelee! 2,"ns, ps4, pc, ",DrinkBox Studios,DrinkBox Studios,2018-08-21,false,2018-08-21,false,,,,,,,,,,,,
这是警察2,This Is the Police 2,"ns, ps4, xb1, pc, ios, ",Weappy Studio,THQ Nordic,最早发售 2018-07-31,true,最早发售 2018-07-31,true,,,,,,,,,,,,
腐烂国度2,State of Decay 2,"xb1, pc, ",Undead Labs,Microsoft,2018-05-22,false,,,,,,,,,,,,,,
枪、血、黑手党2,Guns， Gore and Cannoli 2,"ns, ps4, xb1, pc, ",Crazy Monkey Studios,Crazy Monkey Studios,2018-03-02,false,2018-03-02,false,,,,,,,,,,,,
如龙 极2,龍が如く 極2,"ps4, xb1, ",SEGA,SEGA,,,最早发售 2017-12-07,true,,,,,,,,,,,,
异度神剑2,Xenoblade Chronicles 2,"ns, ",Monolith Soft,Nintendo,,,,,,,,,,,,,,,,
怒火橄榄球2,Blood Bowl 2,"ps4, xb1, pc, ",Cyanide Studio,Focus Home Interactive,2015-09-22,false,2015-09-22,false,,,,,,,,,,,,
进化之地2,Evoland 2,"pc, ",2015-08-25,角色扮演,2015-08-25,false,,,,,,,,,,,,,,
收获日2：恶浪限定版,Payday 2: Crimewave Edition,"ps4, xb1, ",OVERKILL Software,505 Games,,,2015-06-16,false,,,,,,,,,,,,
