GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
刺客信条4：黑旗,Assassin's Creed IV: Black Flag,"ns, ps4, xb1, pc, wiiu, ps3, ",Ubisoft,Ubisoft,最早发售 2013-11-15,true,最早发售 2013-11-15,true,,,,,,,,,,,,
限界凸旗：七个海盗,限界凸旗 セブンパイレーツ,"psv, ",Compile Heart,Compile Heart,,,,,,,,,,,,,,,2016-08-04,false
碧海黑帆,Skull and Bones,"ps4, xb1, ",Ubisoft,Ubisoft,,,最早发售 发售日未定,false,,,,,,,,,,,,
蝙蝠侠：阿克汉姆起源 黑门,Batman: Arkham Origins Blackgate,"pc, wiiu, psv, 3ds, ps3, x360, ",Armature Studio,Warner Bros. Games,2013-10-25,false,,,,,,,,,,,2013-10-25,false,2013-10-25,false
怒首領蜂 大往生 黑标 EXTRA,怒首領蜂 大往生 ブラックレーベル EXTRA,"x360, ",5pb.,5pb.,,,,,,,,,,,,,,,,
虹吸战士 黑镜,Syphon Filter: Dark Mirror,"psp, ps2, ",Bend Studio,Sony Interactive Entertainment,,,,,,,,,,,,,,,,
杀手蜂后 黑,Killer Queen Black,"ns, ",BumbleBear,Liquid Bit,,,,,,,,,,,,,,,,
黑煞,Black,"ps2, ",Criterion Games,EA,,,,,,,,,,,,,,,,
龙背上的骑兵2 封印之红 背德之黑,ドラッグオンドラグーン2 封印の紅、背徳の黒,"ps2, ",Cavia,Square Enix,,,,,,,,,,,,,,,,
黑镜,Black Mirror,"ps4, xb1, ",King Art Games,THQ Nordic,,,最早发售 2017-11-28,false,,,,,,,,,,,,
宝可梦 黑/白,ポケットモンスター ブラック・ホワイト,"nds, ",Game Freak,The Pokémon Company,,,,,,,,,,,,,,,,
