GameName,EnglishName,SupportPlatforms,Developer,Publisher,pc,ChineseVersion1,ps4,ChineseVersion2,ps5,ChineseVersion3,xbox one,ChineseVersion4,xbox serious,ChineseVersion5,switch,ChineseVersion6,3ds,ChineseVersion7,psv,ChineseVersion8
SD高达G世纪 火线纵横,SDガンダム ジージェネレーション クロスレイズ,"ns, ps4, ",Bandai Namco,Bandai Namco,,,最早发售 2019-11-28,true,,,,,,,,,,,,
SD高达G世纪 起源,SDガンダム ジージェネレーション ジェネシス,"ns, ps4, psv, ",Tom Create,Bandai Namco,,,2016-11-22,false,,,,,,,,,,,2016-11-22,false
SD高达G世纪 超世界,SDガンダム ジージェネレーション オーバーワールド,"psp, ",策略,Bandai Namco,,,,,,,,,,,,,,,,
SD高达G世纪3D,SD Gundam G Generation 3D,"3ds, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,2011-12-22,false,,
SD高达G世纪 世界,SDガンダム ジージェネレーション ワールド,"wii, psp, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,
SD高达G世纪 战争,SDガンダム ジージェネレーション ウォーズ,"wii, ps2, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,
SD高达G世纪 战魂,SDガンダム GGENERATION SPIRITS,"ps2, ",Tom Create,Bandai Namco,,,,,,,,,,,,,,,,
SD高达G世纪 交叉推进,SDガンダム GGENERATION CROSS DRIVE,"nds, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,
SD高达G世纪 携带版,SDガンダム GGENERATION PORTABLE,"psp, ",Bandai Namco,Bandai Namco,,,,,,,,,,,,,,,,
SD高达G世纪DS,SDガンダム Gジェネレーション DS,"nds, ",Vanguard Games,Bandai Namco,,,,,,,,,,,,,,,,
